"VM_MemoryMaximum","VM_HighMemoryMappedIoSpace","VM_FloppyDrive","VM_ReplicationHealth","VM_Status","VM_SmartPagingFileInUse","VM_State","VM_VirtualMachineType","VM_AutomaticCriticalErrorAction","VM_LowMemoryMappedIoSpace","Host","VM_OperationalStatus","VM_SnapshotFileLocation","VM_IntegrationServicesState","VM_AutomaticStopAction","VM_CPUUsage","VM_SizeOfSystemFiles","VM_Heartbeat","VM_MemoryDemand","VM_SecondaryStatusDescription","VM_NumaAligned","VM_MemoryMinimum","VM_MemoryAssigned","VM_HardDrives","VM_DynamicMemoryEnabled","VM_IntegrationServicesVersion","VM_CreationTime","VM_Version","VM_StatusDescriptions","VM_MemoryStartup","VM_Notes","VM_RemoteFxAdapter","VM_NumaSocketCount","VM_GuestControlledCacheTypes","VM_AutomaticCheckpointsEnabled","VM_CimSession","VM_Uptime","VM_ParentSnapshotId","VM_AutomaticStartAction","VM_MemoryStatus","VM_NetworkAdapters","VM_BatteryPassthroughEnabled","VM_Path","VM_VMIntegrationService","VM_LockOnDisconnect","ClusterName","VM_ParentSnapshotName","VM_ProcessorCount","VM_ComputerName","VM_Id","VM_FibreChannelHostBusAdapters","VM_ResourceMeteringEnabled","VM_Name","VM_ReplicationState","VM_ReplicationMode","VM_PrimaryStatusDescription","VM_AutomaticStartDelay","VM_ComPort1","VM_DVDDrives","VM_EnhancedSessionTransportType","VM_ComPort2","VM_VirtualMachineSubType","VM_CheckpointType","VM_IsClustered","VM_AutomaticCriticalErrorActionTimeout","VM_SecondaryOperationalStatus","VM_IsDeleted","VM_SmartPagingFilePath","VM_NumaNodesCount","VM_Groups","VM_Generation","VM_PrimaryOperationalStatus","VM_ConfigurationLocation"
"1099511627776","536870912",,"NotApplicable","Operating normally","False","Running","RealizedVirtualMachine","Pause","134217728","DESKTOP-LDQ3ACP","Ok","C:\ProgramData\Microsoft\Windows\Hyper-V","","TurnOff","0","61497","OkApplicationsUnknown","4080009216",,"True","536870912","2147483648","HardDiskDrive (Name = 'Hard Drive on SCSI controller number 0 at location 0', VMName = 'DockerDesktopVM') [Id = 'Microsoft:C08519DB-EEA3-43B6-96FB-7706F9170C00\048FA3B2-908F-4FC1-ACDF-6BB336DE82B5\0\0\D', VMId = 'c08519db-eea3-43b6-96fb-7706f9170c00']","False","0.0","2023-10-27 3:43:33 PM","9.0","Operating normally","2147483648","",,"1","False","True","CimSession: .","02:07:19.2770000",,"Nothing","",,"True","C:\ProgramData\Microsoft\Windows\Hyper-V","System.Object[]","Off","Local Node",,"8","DESKTOP-LDQ3ACP","c08519db-eea3-43b6-96fb-7706f9170c00",,"False","DockerDesktopVM","Disabled","None","Operating normally","0","VMComPort (Name = 'COM 1', VMName = 'DockerDesktopVM') [Id = 'Microsoft:C08519DB-EEA3-43B6-96FB-7706F9170C00\8E3A359F-559A-4B6A-98A9-1690A6100ED7\0', VMId = 'c08519db-eea3-43b6-96fb-7706f9170c00']","DvdDrive (Name = 'DVD Drive on SCSI controller number 0 at location 1', VMName = 'DockerDesktopVM') [Id = 'Microsoft:C08519DB-EEA3-43B6-96FB-7706F9170C00\048FA3B2-908F-4FC1-ACDF-6BB336DE82B5\0\1\D', VMId = 'c08519db-eea3-43b6-96fb-7706f9170c00']","VMBus","VMComPort (Name = 'COM 2', VMName = 'DockerDesktopVM') [Id = 'Microsoft:C08519DB-EEA3-43B6-96FB-7706F9170C00\8E3A359F-559A-4B6A-98A9-1690A6100ED7\1', VMId = 'c08519db-eea3-43b6-96fb-7706f9170c00']","Generation2","Standard","False","30",,"False","C:\ProgramData\Microsoft\Windows\Hyper-V","1",,"2","Ok","C:\ProgramData\Microsoft\Windows\Hyper-V"
"1099511627776","536870912",,"NotApplicable","Operating normally","False","Off","RealizedVirtualMachine","Pause","134217728","DESKTOP-LDQ3ACP","Ok","C:\ProgramData\Microsoft\Windows\Hyper-V","","Save","0","73728",,"0",,,"536870912","0","HardDiskDrive (Name = 'Hard Drive on SCSI controller number 0 at location 0', VMName = 'Windows 10 dev environment') [Id = 'Microsoft:B4239A1E-843E-4287-8159-481E0B95B81E\8D7ACFC1-B7E8-42A5-8BFE-9557BE3F017C\0\0\D', VMId = 'b4239a1e-843e-4287-8159-481e0b95b81e']","True","0.0","2021-03-31 5:05:29 PM","9.0","Operating normally","2147483648","",,"1","False","True","CimSession: .","00:00:00","6c2b457a-0be7-46b7-8769-cbacb601ef35","StartIfRunning","","VMNetworkAdapter (Name = 'Network Adapter', VMName = 'Windows 10 dev environment') [VMId = 'b4239a1e-843e-4287-8159-481e0b95b81e']","True","C:\ProgramData\Microsoft\Windows\Hyper-V","System.Object[]","Off","Local Node","clean20210331","4","DESKTOP-LDQ3ACP","b4239a1e-843e-4287-8159-481e0b95b81e",,"False","Windows 10 dev environment","Disabled","None","Operating normally","0","VMComPort (Name = 'COM 1', VMName = 'Windows 10 dev environment') [Id = 'Microsoft:B4239A1E-843E-4287-8159-481E0B95B81E\8E3A359F-559A-4B6A-98A9-1690A6100ED7\0', VMId = 'b4239a1e-843e-4287-8159-481e0b95b81e']",,"VMBus","VMComPort (Name = 'COM 2', VMName = 'Windows 10 dev environment') [Id = 'Microsoft:B4239A1E-843E-4287-8159-481E0B95B81E\8E3A359F-559A-4B6A-98A9-1690A6100ED7\1', VMId = 'b4239a1e-843e-4287-8159-481e0b95b81e']","Generation2","Standard","False","30",,"False","C:\ProgramData\Microsoft\Windows\Hyper-V","1",,"2","Ok","C:\ProgramData\Microsoft\Windows\Hyper-V"
